payment_record_id,loan_id,snapshot_date,days_past_due,delinquent_flag
P0015260,L009818,2025-08-23,128,1
P0015261,L009818,2025-09-22,152,1
P0015262,L009818,2025-10-22,180,1
P0015263,L009818,2025-11-21,180,1
P0015264,L009818,2025-12-21,180,1
P0015265,L009821,2023-11-02,3,0
P0015266,L009821,2023-12-02,7,0
P0015267,L009826,2025-11-09,16,0
P0015268,L009826,2025-12-09,39,0
P0015269,L009826,2026-01-08,80,0
P0015270,L009826,2026-02-07,118,1
P0015271,L009826,2026-03-09,139,1
P0015272,L009826,2026-04-08,175,1
P0015273,L009826,2026-05-08,180,1
P0015274,L009826,2026-06-07,180,1
P0015275,L009828,2025-12-06,28,0
P0015276,L009828,2026-01-05,69,0
P0015277,L009828,2026-02-04,90,1
P0015278,L009828,2026-03-06,125,1
P0015279,L009828,2026-04-05,143,1
P0015280,L009828,2026-05-05,159,1
P0015281,L009828,2026-06-04,180,1
P0015282,L009828,2026-07-04,180,1
P0015283,L009832,2023-12-29,0,0
P0015284,L009833,2024-02-24,16,0
P0015285,L009834,2025-08-14,43,0
P0015286,L009834,2025-09-13,61,0
P0015287,L009834,2025-10-13,100,1
P0015288,L009834,2025-11-12,143,1
P0015289,L009834,2025-12-12,171,1
P0015290,L009834,2026-01-11,180,1
P0015291,L009834,2026-02-10,180,1
P0015292,L009834,2026-03-12,180,1
P0015293,L009836,2022-07-28,7,0
P0015294,L009837,2024-02-22,0,0
P0015295,L009839,2022-05-07,35,0
P0015296,L009839,2022-06-06,56,0
P0015297,L009839,2022-07-06,88,0
P0015298,L009839,2022-08-05,103,1
P0015299,L009839,2022-09-04,125,1
P0015300,L009839,2022-10-04,152,1
P0015301,L009841,2021-08-08,8,0
P0015302,L009841,2021-09-07,19,0
P0015303,L009841,2021-10-07,8,0
P0015304,L009843,2023-08-18,0,0
P0015305,L009843,2023-09-17,15,0
P0015306,L009844,2024-02-18,43,0
P0015307,L009844,2024-03-19,67,0
P0015308,L009844,2024-04-18,104,1
P0015309,L009844,2024-05-18,122,1
P0015310,L009844,2024-06-17,140,1
P0015311,L009844,2024-07-17,180,1
P0015312,L009848,2023-08-27,0,0
P0015313,L009850,2025-12-02,15,0
P0015314,L009851,2024-05-02,0,0
P0015315,L009851,2024-06-01,0,0
P0015316,L009852,2022-05-19,26,0
P0015317,L009852,2022-06-18,62,0
P0015318,L009852,2022-07-18,91,1
P0015319,L009855,2023-12-08,0,0
P0015320,L009855,2024-01-07,2,0
P0015321,L009856,2022-01-13,29,0
P0015322,L009856,2022-02-12,64,0
P0015323,L009856,2022-03-14,96,1
P0015324,L009858,2021-07-26,23,0
P0015325,L009858,2021-08-25,47,0
P0015326,L009858,2021-09-24,82,0
P0015327,L009858,2021-10-24,114,1
P0015328,L009858,2021-11-23,157,1
P0015329,L009858,2021-12-23,172,1
P0015330,L009858,2022-01-22,180,1
P0015331,L009859,2021-02-17,36,0
P0015332,L009859,2021-03-19,65,0
P0015333,L009859,2021-04-18,106,1
P0015334,L009859,2021-05-18,150,1
P0015335,L009860,2024-11-25,17,0
P0015336,L009860,2024-12-25,54,0
P0015337,L009860,2025-01-24,77,0
P0015338,L009860,2025-02-23,118,1
P0015339,L009860,2025-03-25,155,1
P0015340,L009860,2025-04-24,176,1
P0015341,L009860,2025-05-24,180,1
P0015342,L009860,2025-06-23,180,1
P0015343,L009861,2025-01-10,26,0
P0015344,L009861,2025-02-09,60,0
P0015345,L009861,2025-03-11,86,0
P0015346,L009861,2025-04-10,117,1
P0015347,L009861,2025-05-10,148,1
P0015348,L009861,2025-06-09,177,1
P0015349,L009861,2025-07-09,180,1
P0015350,L009861,2025-08-08,180,1
P0015351,L009863,2023-11-17,32,0
P0015352,L009863,2023-12-17,75,0
P0015353,L009863,2024-01-16,100,1
P0015354,L009863,2024-02-15,123,1
P0015355,L009863,2024-03-16,143,1
P0015356,L009864,2021-05-09,0,0
P0015357,L009864,2021-06-08,0,0
P0015358,L009868,2022-03-01,5,0
P0015359,L009868,2022-03-31,15,0
P0015360,L009868,2022-04-30,6,0
P0015361,L009870,2024-01-02,13,0
P0015362,L009870,2024-02-01,0,0
P0015363,L009872,2021-02-10,0,0
P0015364,L009874,2021-10-18,8,0
P0015365,L009875,2022-08-06,7,0
P0015366,L009879,2026-01-19,21,0
P0015367,L009879,2026-02-18,50,0
P0015368,L009879,2026-03-20,84,0
P0015369,L009879,2026-04-19,119,1
P0015370,L009880,2025-10-30,0,0
P0015371,L009880,2025-11-29,6,0
P0015372,L009880,2025-12-29,0,0
P0015373,L009881,2021-04-22,18,0
P0015374,L009885,2024-06-09,6,0
P0015375,L009885,2024-07-09,8,0
P0015376,L009886,2025-05-27,0,0
P0015377,L009889,2021-06-11,12,0
P0015378,L009890,2025-07-31,24,0
P0015379,L009890,2025-08-30,61,0
P0015380,L009890,2025-09-29,84,0
P0015381,L009890,2025-10-29,105,1
P0015382,L009890,2025-11-28,122,1
P0015383,L009890,2025-12-28,138,1
P0015384,L009891,2025-01-24,7,0
P0015385,L009891,2025-02-23,0,0
P0015386,L009895,2022-08-23,42,0
P0015387,L009895,2022-09-22,81,0
P0015388,L009895,2022-10-22,106,1
P0015389,L009896,2024-04-18,4,0
P0015390,L009897,2022-09-10,18,0
P0015391,L009897,2022-10-10,53,0
P0015392,L009897,2022-11-09,70,0
P0015393,L009897,2022-12-09,106,1
P0015394,L009897,2023-01-08,138,1
P0015395,L009897,2023-02-07,155,1
P0015396,L009897,2023-03-09,180,1
P0015397,L009897,2023-04-08,180,1
P0015398,L009898,2023-02-02,19,0
P0015399,L009900,2021-06-03,0,0
P0015400,L009901,2023-09-09,0,0
P0015401,L009902,2025-12-08,3,0
P0015402,L009905,2024-05-27,11,0
P0015403,L009909,2021-02-04,33,0
P0015404,L009909,2021-03-06,68,0
P0015405,L009909,2021-04-05,107,1
P0015406,L009911,2022-11-30,1,0
P0015407,L009911,2022-12-30,5,0
P0015408,L009912,2024-11-03,0,0
P0015409,L009912,2024-12-03,15,0
P0015410,L009912,2025-01-02,1,0
P0015411,L009913,2025-11-26,0,0
P0015412,L009915,2021-12-27,0,0
P0015413,L009917,2021-10-17,1,0
P0015414,L009918,2025-06-26,19,0
P0015415,L009918,2025-07-26,52,0
P0015416,L009918,2025-08-25,87,0
P0015417,L009918,2025-09-24,116,1
P0015418,L009918,2025-10-24,153,1
P0015419,L009918,2025-11-23,180,1
P0015420,L009919,2022-06-26,19,0
P0015421,L009921,2024-09-18,1,0
P0015422,L009921,2024-10-18,3,0
P0015423,L009922,2024-11-24,42,0
P0015424,L009922,2024-12-24,57,0
P0015425,L009922,2025-01-23,97,1
P0015426,L009922,2025-02-22,133,1
P0015427,L009923,2024-05-31,0,0
P0015428,L009924,2024-03-31,4,0
P0015429,L009928,2024-03-19,0,0
P0015430,L009928,2024-04-18,0,0
P0015431,L009930,2022-06-26,0,0
P0015432,L009930,2022-07-26,0,0
P0015433,L009931,2023-03-04,1,0
P0015434,L009932,2024-06-24,4,0
P0015435,L009934,2022-06-29,0,0
P0015436,L009934,2022-07-29,16,0
P0015437,L009935,2025-03-20,4,0
P0015438,L009936,2024-04-12,3,0
P0015439,L009937,2025-11-03,18,0
P0015440,L009938,2025-07-25,9,0
P0015441,L009939,2021-05-21,16,0
P0015442,L009940,2026-01-05,7,0
P0015443,L009945,2021-09-24,14,0
P0015444,L009946,2025-07-16,0,0
P0015445,L009948,2025-05-11,16,0
P0015446,L009948,2025-06-10,54,0
P0015447,L009948,2025-07-10,76,0
P0015448,L009948,2025-08-09,97,1
P0015449,L009952,2024-05-28,12,0
P0015450,L009955,2025-05-14,0,0
P0015451,L009955,2025-06-13,18,0
P0015452,L009956,2021-10-21,6,0
P0015453,L009961,2021-10-21,39,0
P0015454,L009961,2021-11-20,64,0
P0015455,L009961,2021-12-20,82,0
P0015456,L009961,2022-01-19,126,1
P0015457,L009961,2022-02-18,167,1
P0015458,L009962,2021-05-25,18,0
P0015459,L009963,2022-04-22,2,0
P0015460,L009964,2024-10-24,0,0
P0015461,L009967,2021-12-13,19,0
P0015462,L009968,2022-05-12,0,0
P0015463,L009969,2024-08-06,15,0
P0015464,L009971,2025-12-19,0,0
P0015465,L009971,2026-01-18,2,0
P0015466,L009974,2022-04-15,3,0
P0015467,L009975,2021-11-13,8,0
P0015468,L009975,2021-12-13,8,0
P0015469,L009975,2022-01-12,14,0
P0015470,L009976,2021-06-22,7,0
P0015471,L009976,2021-07-22,0,0
P0015472,L009977,2026-01-18,0,0
P0015473,L009978,2025-06-08,7,0
P0015474,L009978,2025-07-08,10,0
P0015475,L009979,2021-03-16,0,0
P0015476,L009982,2023-05-28,15,0
P0015477,L009982,2023-06-27,43,0
P0015478,L009982,2023-07-27,63,0
P0015479,L009982,2023-08-26,102,1
P0015480,L009982,2023-09-25,123,1
P0015481,L009982,2023-10-25,159,1
P0015482,L009982,2023-11-24,174,1
P0015483,L009983,2025-02-24,19,0
P0015484,L009983,2025-03-26,7,0
P0015485,L009983,2025-04-25,0,0
P0015486,L009985,2024-11-25,4,0
P0015487,L009992,2021-03-07,32,0
P0015488,L009992,2021-04-06,53,0
P0015489,L009992,2021-05-06,93,1
P0015490,L009992,2021-06-05,130,1
P0015491,L009992,2021-07-05,164,1
P0015492,L009992,2021-08-04,180,1
P0015493,L009992,2021-09-03,180,1
P0015494,L009992,2021-10-03,180,1
P0015495,L009993,2025-07-23,29,0
P0015496,L009993,2025-08-22,71,0
P0015497,L009993,2025-09-21,90,1
P0015498,L009994,2024-01-15,16,0
P0015499,L009994,2024-02-14,45,0
P0015500,L009994,2024-03-15,64,0
P0015501,L009994,2024-04-14,80,0
P0015502,L009994,2024-05-14,103,1
P0015503,L009994,2024-06-13,131,1
P0015504,L009994,2024-07-13,167,1
P0015505,L009997,2025-06-28,15,0
P0015506,L009997,2025-07-28,35,0
P0015507,L009997,2025-08-27,69,0
P0015508,L009998,2022-03-02,13,0
P0015509,L009998,2022-04-01,7,0
P0015510,L010000,2023-05-25,21,0
P0015511,L010000,2023-06-24,40,0
P0015512,L010000,2023-07-24,75,0
P0015513,L010000,2023-08-23,108,1
P0015514,L010000,2023-09-22,143,1
P0015515,L010000,2023-10-22,173,1
P0015516,L010000,2023-11-21,180,1
P0015517,L010000,2023-12-21,180,1
P0015518,L010002,2025-10-04,14,0
P0015519,L010002,2025-11-03,12,0
P0015520,L010005,2023-06-19,27,0
P0015521,L010005,2023-07-19,52,0
P0015522,L010005,2023-08-18,78,0
P0015523,L010006,2023-01-28,0,0
P0015524,L010007,2021-10-08,5,0
P0015525,L010009,2022-12-11,12,0
P0015526,L010010,2022-10-06,1,0
P0015527,L010012,2021-05-07,38,0
P0015528,L010012,2021-06-06,65,0
P0015529,L010012,2021-07-06,88,0
P0015530,L010012,2021-08-05,115,1
P0015531,L010012,2021-09-04,150,1
P0015532,L010012,2021-10-04,180,1
P0015533,L010012,2021-11-03,180,1
P0015534,L010012,2021-12-03,180,1
P0015535,L010014,2021-04-21,36,0
P0015536,L010014,2021-05-21,71,0
P0015537,L010014,2021-06-20,102,1
P0015538,L010014,2021-07-20,126,1
P0015539,L010014,2021-08-19,150,1
P0015540,L010015,2022-03-14,7,0
P0015541,L010015,2022-04-13,0,0
P0015542,L010015,2022-05-13,14,0
P0015543,L010016,2024-03-01,3,0
P0015544,L010016,2024-03-31,15,0
P0015545,L010018,2021-09-09,35,0
P0015546,L010018,2021-10-09,78,0
P0015547,L010018,2021-11-08,114,1
P0015548,L010018,2021-12-08,136,1
P0015549,L010018,2022-01-07,159,1
P0015550,L010018,2022-02-06,176,1
P0015551,L010018,2022-03-08,180,1
P0015552,L010020,2021-11-30,1,0
P0015553,L010020,2021-12-30,4,0
P0015554,L010021,2025-12-04,0,0
P0015555,L010027,2022-04-25,6,0
P0015556,L010027,2022-05-25,0,0
P0015557,L010028,2023-09-01,25,0
P0015558,L010028,2023-10-01,56,0
P0015559,L010028,2023-10-31,91,1
P0015560,L010028,2023-11-30,127,1
P0015561,L010028,2023-12-30,143,1
P0015562,L010030,2022-02-14,13,0
P0015563,L010033,2025-03-09,0,0
P0015564,L010036,2024-02-06,8,0
P0015565,L010039,2023-09-08,22,0
P0015566,L010039,2023-10-08,57,0
P0015567,L010039,2023-11-07,80,0
P0015568,L010039,2023-12-07,123,1
P0015569,L010039,2024-01-06,162,1
P0015570,L010039,2024-02-05,180,1
P0015571,L010039,2024-03-06,180,1
P0015572,L010039,2024-04-05,180,1
P0015573,L010040,2025-02-26,15,0
P0015574,L010040,2025-03-28,12,0
P0015575,L010041,2021-10-13,32,0
P0015576,L010041,2021-11-12,76,0
P0015577,L010041,2021-12-12,96,1
P0015578,L010041,2022-01-11,125,1
P0015579,L010041,2022-02-10,157,1
P0015580,L010041,2022-03-12,180,1
P0015581,L010041,2022-04-11,180,1
P0015582,L010043,2022-05-30,17,0
P0015583,L010048,2024-11-03,3,0
P0015584,L010048,2024-12-03,5,0
P0015585,L010050,2025-03-06,0,0
P0015586,L010050,2025-04-05,0,0
P0015587,L010051,2021-07-27,26,0
P0015588,L010051,2021-08-26,63,0
P0015589,L010051,2021-09-25,107,1
P0015590,L010051,2021-10-25,123,1
P0015591,L010051,2021-11-24,143,1
P0015592,L010051,2021-12-24,160,1
P0015593,L010051,2022-01-23,180,1
P0015594,L010052,2021-05-15,6,0
P0015595,L010054,2025-06-06,21,0
P0015596,L010054,2025-07-06,42,0
P0015597,L010054,2025-08-05,73,0
P0015598,L010054,2025-09-04,90,1
P0015599,L010054,2025-10-04,124,1
P0015600,L010055,2022-02-20,13,0
P0015601,L010056,2021-06-06,16,0
P0015602,L010056,2021-07-06,0,0
P0015603,L010057,2025-05-10,12,0
P0015604,L010059,2025-09-19,40,0
P0015605,L010059,2025-10-19,55,0
P0015606,L010059,2025-11-18,73,0
P0015607,L010059,2025-12-18,100,1
P0015608,L010059,2026-01-17,142,1
P0015609,L010060,2021-11-24,3,0
P0015610,L010061,2022-03-09,17,0
P0015611,L010061,2022-04-08,32,0
P0015612,L010061,2022-05-08,65,0
P0015613,L010061,2022-06-07,107,1
P0015614,L010061,2022-07-07,151,1
P0015615,L010061,2022-08-06,180,1
P0015616,L010061,2022-09-05,180,1
P0015617,L010062,2023-11-23,19,0
P0015618,L010062,2023-12-23,55,0
P0015619,L010062,2024-01-22,95,1
P0015620,L010062,2024-02-21,127,1
P0015621,L010062,2024-03-22,144,1
P0015622,L010064,2023-08-12,35,0
P0015623,L010064,2023-09-11,65,0
P0015624,L010064,2023-10-11,102,1
P0015625,L010064,2023-11-10,130,1
P0015626,L010064,2023-12-10,173,1
P0015627,L010067,2022-08-05,0,0
P0015628,L010068,2021-07-07,20,0
P0015629,L010068,2021-08-06,39,0
P0015630,L010068,2021-09-05,79,0
P0015631,L010068,2021-10-05,123,1
P0015632,L010068,2021-11-04,163,1
P0015633,L010068,2021-12-04,180,1
P0015634,L010068,2022-01-03,180,1
P0015635,L010068,2022-02-02,180,1
P0015636,L010069,2022-08-23,17,0
P0015637,L010069,2022-09-22,35,0
P0015638,L010069,2022-10-22,53,0
P0015639,L010069,2022-11-21,76,0
P0015640,L010069,2022-12-21,96,1
P0015641,L010069,2023-01-20,120,1
P0015642,L010069,2023-02-19,159,1
P0015643,L010071,2024-12-15,9,0
P0015644,L010075,2025-06-18,3,0
P0015645,L010075,2025-07-18,5,0
P0015646,L010077,2025-05-09,22,0
P0015647,L010077,2025-06-08,44,0
P0015648,L010077,2025-07-08,78,0
P0015649,L010078,2021-10-30,11,0
P0015650,L010079,2025-05-14,0,0
P0015651,L010079,2025-06-13,19,0
P0015652,L010081,2025-06-20,42,0
P0015653,L010081,2025-07-20,76,0
P0015654,L010081,2025-08-19,120,1
P0015655,L010081,2025-09-18,147,1
P0015656,L010085,2022-03-19,35,0
P0015657,L010085,2022-04-18,57,0
P0015658,L010085,2022-05-18,84,0
P0015659,L010085,2022-06-17,101,1
P0015660,L010085,2022-07-17,134,1
P0015661,L010085,2022-08-16,150,1
P0015662,L010089,2021-10-05,2,0
P0015663,L010092,2022-08-17,19,0
P0015664,L010092,2022-09-16,63,0
P0015665,L010092,2022-10-16,93,1
P0015666,L010095,2024-07-03,37,0
P0015667,L010095,2024-08-02,78,0
P0015668,L010095,2024-09-01,94,1
P0015669,L010095,2024-10-01,123,1
P0015670,L010095,2024-10-31,150,1
P0015671,L010095,2024-11-30,180,1
P0015672,L010095,2024-12-30,180,1
P0015673,L010095,2025-01-29,180,1
P0015674,L010096,2024-10-14,27,0
P0015675,L010096,2024-11-13,64,0
P0015676,L010096,2024-12-13,92,1
P0015677,L010096,2025-01-12,126,1
P0015678,L010096,2025-02-11,168,1
P0015679,L010096,2025-03-13,180,1
P0015680,L010096,2025-04-12,180,1
P0015681,L010098,2025-02-15,0,0
P0015682,L010100,2024-04-27,35,0
P0015683,L010100,2024-05-27,57,0
P0015684,L010100,2024-06-26,97,1
P0015685,L010101,2025-01-23,31,0
P0015686,L010101,2025-02-22,66,0
P0015687,L010101,2025-03-24,87,0
P0015688,L010101,2025-04-23,129,1
P0015689,L010101,2025-05-23,166,1
P0015690,L010103,2023-07-22,0,0
P0015691,L010103,2023-08-21,14,0
P0015692,L010103,2023-09-20,17,0
P0015693,L010104,2021-07-18,0,0
P0015694,L010106,2024-02-05,0,0
P0015695,L010109,2022-10-29,0,0
P0015696,L010111,2023-05-19,34,0
P0015697,L010111,2023-06-18,57,0
P0015698,L010111,2023-07-18,96,1
P0015699,L010111,2023-08-17,139,1
P0015700,L010112,2021-05-25,0,0
P0015701,L010112,2021-06-24,0,0
P0015702,L010114,2022-08-07,0,0
P0015703,L010115,2024-04-17,0,0
P0015704,L010115,2024-05-17,11,0
P0015705,L010118,2024-06-05,0,0
P0015706,L010118,2024-07-05,0,0
P0015707,L010118,2024-08-04,13,0
P0015708,L010121,2024-01-05,0,0
P0015709,L010126,2022-10-14,11,0
P0015710,L010128,2024-03-23,2,0
P0015711,L010128,2024-04-22,6,0
P0015712,L010131,2024-11-07,15,0
P0015713,L010131,2024-12-07,33,0
P0015714,L010131,2025-01-06,64,0
P0015715,L010131,2025-02-05,81,0
P0015716,L010131,2025-03-07,112,1
P0015717,L010131,2025-04-06,133,1
P0015718,L010134,2021-07-29,4,0
P0015719,L010134,2021-08-28,1,0
P0015720,L010136,2021-09-24,44,0
P0015721,L010136,2021-10-24,69,0
P0015722,L010136,2021-11-23,109,1
P0015723,L010136,2021-12-23,131,1
P0015724,L010137,2023-10-24,13,0
P0015725,L010137,2023-11-23,7,0
P0015726,L010138,2022-08-12,0,0
P0015727,L010138,2022-09-11,0,0
P0015728,L010138,2022-10-11,0,0
P0015729,L010141,2021-03-22,28,0
P0015730,L010141,2021-04-21,69,0
P0015731,L010141,2021-05-21,94,1
P0015732,L010141,2021-06-20,123,1
P0015733,L010142,2022-09-05,30,0
P0015734,L010142,2022-10-05,70,0
P0015735,L010142,2022-11-04,100,1
P0015736,L010142,2022-12-04,126,1
P0015737,L010142,2023-01-03,163,1
P0015738,L010142,2023-02-02,178,1
P0015739,L010147,2022-03-19,4,0
P0015740,L010149,2025-01-05,5,0
P0015741,L010153,2024-09-24,9,0
P0015742,L010155,2023-10-19,13,0
P0015743,L010155,2023-11-18,0,0
P0015744,L010158,2024-01-14,8,0
P0015745,L010158,2024-02-13,3,0
P0015746,L010159,2025-07-27,16,0
P0015747,L010159,2025-08-26,52,0
P0015748,L010159,2025-09-25,82,0
P0015749,L010159,2025-10-25,125,1
P0015750,L010159,2025-11-24,167,1
P0015751,L010159,2025-12-24,180,1
P0015752,L010159,2026-01-23,180,1
P0015753,L010159,2026-02-22,180,1
P0015754,L010160,2021-08-13,0,0
P0015755,L010163,2025-10-12,18,0
P0015756,L010163,2025-11-11,35,0
P0015757,L010163,2025-12-11,73,0
P0015758,L010163,2026-01-10,108,1
P0015759,L010164,2025-01-17,17,0
P0015760,L010164,2025-02-16,17,0
P0015761,L010165,2022-07-12,5,0
P0015762,L010165,2022-08-11,15,0
P0015763,L010166,2022-11-12,23,0
P0015764,L010166,2022-12-12,58,0
P0015765,L010166,2023-01-11,77,0
P0015766,L010166,2023-02-10,114,1
P0015767,L010166,2023-03-12,155,1
P0015768,L010166,2023-04-11,174,1
P0015769,L010166,2023-05-11,180,1
P0015770,L010166,2023-06-10,180,1
P0015771,L010167,2024-03-11,0,0
P0015772,L010167,2024-04-10,0,0
P0015773,L010169,2024-11-03,0,0
P0015774,L010170,2024-10-10,23,0
P0015775,L010170,2024-11-09,52,0
P0015776,L010170,2024-12-09,78,0
P0015777,L010170,2025-01-08,106,1
P0015778,L010170,2025-02-07,148,1
P0015779,L010170,2025-03-09,180,1
P0015780,L010172,2024-02-28,0,0
P0015781,L010173,2025-07-01,24,0
P0015782,L010173,2025-07-31,40,0
P0015783,L010173,2025-08-30,62,0
P0015784,L010173,2025-09-29,100,1
P0015785,L010173,2025-10-29,135,1
P0015786,L010173,2025-11-28,157,1
P0015787,L010173,2025-12-28,180,1
P0015788,L010174,2024-08-23,35,0
P0015789,L010174,2024-09-22,61,0
P0015790,L010174,2024-10-22,83,0
P0015791,L010174,2024-11-21,103,1
P0015792,L010175,2022-09-03,5,0
P0015793,L010175,2022-10-03,0,0
P0015794,L010175,2022-11-02,7,0
P0015795,L010180,2023-09-05,44,0
P0015796,L010180,2023-10-05,66,0
P0015797,L010180,2023-11-04,99,1
P0015798,L010180,2023-12-04,121,1
P0015799,L010180,2024-01-03,158,1
P0015800,L010180,2024-02-02,180,1
P0015801,L010183,2023-08-08,37,0
P0015802,L010183,2023-09-07,77,0
P0015803,L010183,2023-10-07,107,1
P0015804,L010183,2023-11-06,146,1
P0015805,L010183,2023-12-06,180,1
P0015806,L010183,2024-01-05,180,1
P0015807,L010185,2024-12-22,18,0
P0015808,L010193,2022-10-04,35,0
P0015809,L010193,2022-11-03,77,0
P0015810,L010193,2022-12-03,114,1
P0015811,L010200,2024-10-30,39,0
P0015812,L010200,2024-11-29,62,0
P0015813,L010200,2024-12-29,100,1
P0015814,L010201,2022-08-15,15,0
P0015815,L010201,2022-09-14,13,0
P0015816,L010202,2024-11-21,23,0
P0015817,L010202,2024-12-21,45,0
P0015818,L010202,2025-01-20,89,0
P0015819,L010202,2025-02-19,105,1
P0015820,L010203,2025-12-14,33,0
P0015821,L010203,2026-01-13,75,0
P0015822,L010203,2026-02-12,107,1
P0015823,L010203,2026-03-14,146,1
P0015824,L010203,2026-04-13,164,1
P0015825,L010203,2026-05-13,180,1
P0015826,L010203,2026-06-12,180,1
P0015827,L010204,2022-08-03,4,0
P0015828,L010204,2022-09-02,0,0
P0015829,L010205,2024-08-02,28,0
P0015830,L010205,2024-09-01,49,0
P0015831,L010205,2024-10-01,77,0
P0015832,L010205,2024-10-31,92,1
P0015833,L010205,2024-11-30,118,1
P0015834,L010205,2024-12-30,147,1
P0015835,L010206,2025-06-29,19,0
P0015836,L010207,2021-06-30,0,0
P0015837,L010209,2022-01-12,19,0
P0015838,L010211,2025-01-17,8,0
P0015839,L010211,2025-02-16,0,0
P0015840,L010213,2023-08-06,0,0
P0015841,L010213,2023-09-05,9,0
P0015842,L010213,2023-10-05,11,0
P0015843,L010214,2024-01-17,11,0
P0015844,L010214,2024-02-16,0,0
P0015845,L010216,2023-10-19,13,0
P0015846,L010218,2021-07-31,44,0
P0015847,L010218,2021-08-30,74,0
P0015848,L010218,2021-09-29,114,1
P0015849,L010218,2021-10-29,136,1
P0015850,L010219,2024-04-06,32,0
P0015851,L010219,2024-05-06,73,0
P0015852,L010219,2024-06-05,96,1
P0015853,L010219,2024-07-05,124,1
P0015854,L010219,2024-08-04,159,1
P0015855,L010221,2023-05-22,0,0
P0015856,L010221,2023-06-21,0,0
P0015857,L010222,2022-05-28,38,0
P0015858,L010222,2022-06-27,82,0
P0015859,L010222,2022-07-27,102,1
P0015860,L010222,2022-08-26,146,1
P0015861,L010222,2022-09-25,166,1
P0015862,L010222,2022-10-25,180,1
P0015863,L010222,2022-11-24,180,1
P0015864,L010225,2022-01-05,12,0
P0015865,L010228,2022-05-21,1,0
P0015866,L010228,2022-06-20,7,0
P0015867,L010229,2022-03-01,11,0
P0015868,L010230,2022-08-20,15,0
P0015869,L010231,2023-07-29,18,0
P0015870,L010231,2023-08-28,7,0
P0015871,L010233,2022-03-25,20,0
P0015872,L010233,2022-04-24,48,0
P0015873,L010233,2022-05-24,72,0
P0015874,L010233,2022-06-23,112,1
P0015875,L010233,2022-07-23,136,1
P0015876,L010233,2022-08-22,157,1
P0015877,L010234,2023-10-08,0,0
P0015878,L010234,2023-11-07,2,0
P0015879,L010237,2021-02-03,18,0
P0015880,L010237,2021-03-05,0,0
P0015881,L010240,2025-07-03,15,0
P0015882,L010240,2025-08-02,34,0
P0015883,L010240,2025-09-01,67,0
P0015884,L010240,2025-10-01,101,1
P0015885,L010240,2025-10-31,141,1
P0015886,L010240,2025-11-30,165,1
P0015887,L010240,2025-12-30,180,1
P0015888,L010241,2021-08-25,9,0
P0015889,L010242,2024-10-11,0,0
P0015890,L010242,2024-11-10,0,0
P0015891,L010243,2024-10-12,39,0
P0015892,L010243,2024-11-11,69,0
P0015893,L010243,2024-12-11,106,1
P0015894,L010243,2025-01-10,147,1
P0015895,L010243,2025-02-09,168,1
P0015896,L010243,2025-03-11,180,1
P0015897,L010247,2025-03-06,17,0
P0015898,L010248,2022-02-04,0,0
P0015899,L010250,2022-04-04,11,0
P0015900,L010250,2022-05-04,11,0
P0015901,L010251,2024-02-04,2,0
P0015902,L010252,2025-12-21,5,0
P0015903,L010254,2023-12-08,19,0
P0015904,L010256,2024-05-18,4,0
P0015905,L010256,2024-06-17,0,0
P0015906,L010256,2024-07-17,3,0
P0015907,L010257,2023-01-21,24,0
P0015908,L010257,2023-02-20,46,0
P0015909,L010257,2023-03-22,81,0
P0015910,L010259,2023-02-14,42,0
P0015911,L010259,2023-03-16,86,0
P0015912,L010259,2023-04-15,113,1
P0015913,L010259,2023-05-15,156,1
P0015914,L010260,2023-10-04,16,0
P0015915,L010260,2023-11-03,50,0
P0015916,L010260,2023-12-03,94,1
P0015917,L010260,2024-01-02,115,1
P0015918,L010260,2024-02-01,141,1
P0015919,L010263,2025-08-17,41,0
P0015920,L010263,2025-09-16,63,0
P0015921,L010263,2025-10-16,89,0
P0015922,L010263,2025-11-15,121,1
P0015923,L010263,2025-12-15,147,1
P0015924,L010266,2025-09-29,14,0
P0015925,L010267,2022-07-12,19,0
P0015926,L010267,2022-08-11,52,0
P0015927,L010267,2022-09-10,91,1
P0015928,L010267,2022-10-10,110,1
P0015929,L010267,2022-11-09,128,1
P0015930,L010271,2024-08-21,22,0
P0015931,L010271,2024-09-20,56,0
P0015932,L010271,2024-10-20,78,0
P0015933,L010271,2024-11-19,114,1
P0015934,L010272,2022-04-13,5,0
P0015935,L010276,2021-06-03,4,0
P0015936,L010277,2025-07-07,44,0
P0015937,L010277,2025-08-06,66,0
P0015938,L010277,2025-09-05,105,1
P0015939,L010277,2025-10-05,131,1
P0015940,L010277,2025-11-04,169,1
P0015941,L010277,2025-12-04,180,1
P0015942,L010277,2026-01-03,180,1
P0015943,L010277,2026-02-02,180,1
P0015944,L010279,2024-03-27,8,0
P0015945,L010280,2025-05-25,0,0
P0015946,L010281,2025-06-11,2,0
P0015947,L010281,2025-07-11,0,0
P0015948,L010281,2025-08-10,0,0
P0015949,L010282,2024-12-09,0,0
P0015950,L010284,2022-11-27,24,0
P0015951,L010284,2022-12-27,59,0
P0015952,L010284,2023-01-26,77,0
P0015953,L010284,2023-02-25,102,1
P0015954,L010284,2023-03-27,121,1
P0015955,L010284,2023-04-26,161,1
P0015956,L010284,2023-05-26,180,1
P0015957,L010285,2022-07-04,0,0
