loan_id,borrower_id,loan_amount,term_months,interest_rate,benchmark_rate,purpose,origination_date,status,default_flag,interest_spread
L013483,B008859,253500,24,12.28,5.12,Auto,2021-12-17,Active,0,7.16
L013484,B017835,448500,60,13.6,4.08,Personal,2021-02-10,Default,1,9.52
L013485,B000119,122800,24,12.64,4.45,Home Improvement,2021-05-11,Active,0,8.19
L013486,B014844,152600,36,11.84,6.98,Home Improvement,2024-11-20,Closed,0,4.86
L013487,B002555,267000,24,18.76,5.99,Home Improvement,2022-09-02,Closed,0,12.77
L013488,B001104,896800,36,16.88,5.22,Personal,2021-12-16,Active,0,11.66
L013489,B000892,1341700,36,9.49,6.61,Auto,2023-02-13,Closed,0,2.88
L013490,B014280,169800,24,22.35,6.85,Medical,2024-11-07,Default,1,15.5
L013491,B008168,1852200,48,12.25,7.13,Medical,2024-01-22,Active,0,5.12
L013492,B000233,1861700,60,23.37,7.15,Auto,2025-03-11,Closed,0,16.22
L013493,B002854,196600,48,11.6,3.98,Debt Consolidation,2021-01-19,Active,0,7.62
L013494,B003358,229400,24,26.18,6.74,Medical,2025-03-21,Default,1,19.44
L013495,B013025,52500,48,7.14,6.83,Debt Consolidation,2023-10-07,Active,0,0.31
L013496,B003716,699200,48,25.93,7.06,Business,2023-07-10,Default,1,18.87
L013497,B007674,126000,24,12.24,5.77,Education,2022-07-12,Closed,0,6.47
L013498,B010041,119100,12,15.16,7.06,Personal,2025-02-08,Closed,0,8.1
L013499,B001773,273100,36,20.14,7.27,Business,2025-06-08,Closed,0,12.87
L013500,B015317,445300,60,26.02,5.12,Debt Consolidation,2022-01-25,Closed,0,20.9
L013501,B012867,209800,36,15.74,6.97,Auto,2024-04-11,Active,0,8.77
L013502,B002886,99900,60,21.63,7.2,Education,2024-11-20,Closed,0,14.43
L013503,B016875,427500,60,19.1,6.92,Medical,2023-10-11,Default,1,12.18
L013504,B006378,778400,24,14.93,4.29,Medical,2021-06-07,Closed,0,10.64
L013505,B012452,771500,36,23.05,6.27,Home Improvement,2022-11-21,Closed,0,16.78
L013506,B009210,551300,48,19.31,6.27,Education,2022-09-13,Closed,0,13.04
L013507,B009310,130600,48,25.76,6.99,Auto,2023-05-26,Default,1,18.77
L013508,B013420,329000,48,8.32,6.83,Home Improvement,2024-03-16,Active,0,1.49
L013509,B016581,272500,24,18.47,3.9,Personal,2021-01-06,Active,0,14.57
L013510,B008776,56400,24,20.22,4.5,Auto,2021-08-25,Active,0,15.72
L013511,B009918,83200,48,20.43,7.07,Home Improvement,2024-05-31,Closed,0,13.36
L013512,B005571,49000,24,12.66,5.52,Medical,2022-03-05,Default,1,7.14
L013513,B007628,359200,48,28.52,7.02,Business,2025-10-03,Active,0,21.5
L013514,B012099,226900,24,16.92,6.91,Business,2023-07-29,Active,0,10.01
L013515,B004188,137700,36,11.55,7.02,Medical,2025-11-05,Closed,0,4.53
L013516,B011537,495200,60,18.32,4.0,Education,2021-03-11,Active,0,14.32
L013517,B014129,388300,12,22.88,6.37,Medical,2023-01-09,Active,0,16.51
L013518,B008476,183200,48,25.37,7.08,Education,2024-06-06,Active,0,18.29
L013519,B008481,106200,36,22.23,7.09,Business,2024-08-27,Active,0,15.14
L013520,B015914,263400,48,14.66,4.11,Business,2021-01-22,Closed,0,10.55
L013521,B008693,42500,48,11.93,6.51,Business,2023-04-28,Closed,0,5.42
L013522,B010389,47500,60,9.46,5.0,Business,2021-12-28,Closed,0,4.46
L013523,B013622,296300,24,16.49,6.63,Medical,2023-04-08,Closed,0,9.86
L013524,B017647,177100,48,14.84,6.98,Home Improvement,2023-05-13,Active,0,7.86
L013525,B006803,434900,36,15.02,5.6,Education,2022-05-20,Default,1,9.42
L013526,B006267,37400,36,17.23,6.97,Business,2025-09-22,Closed,0,10.26
L013527,B004949,259900,24,9.74,7.05,Home Improvement,2024-08-26,Default,1,2.69
L013528,B001675,651100,12,12.0,6.44,Business,2023-01-18,Closed,0,5.56
L013529,B009872,500000,24,10.19,6.99,Auto,2024-08-04,Active,0,3.2
L013530,B015036,85100,60,9.92,6.86,Debt Consolidation,2025-05-14,Closed,0,3.06
L013531,B007940,498400,24,15.91,6.89,Education,2024-02-03,Closed,0,9.02
L013532,B004035,50000,24,18.51,7.02,Debt Consolidation,2024-03-26,Closed,0,11.49
L013533,B014946,253800,60,17.83,7.23,Auto,2024-04-08,Closed,0,10.6
L013534,B013079,476600,24,9.22,6.87,Auto,2025-03-15,Default,1,2.35
L013535,B005355,723900,36,17.28,5.08,Auto,2021-12-12,Active,0,12.2
L013536,B001216,408700,36,18.31,5.24,Business,2022-01-01,Default,1,13.07
L013537,B016123,111900,12,19.95,7.24,Education,2023-10-26,Active,0,12.71
L013538,B012439,127900,48,18.68,7.13,Debt Consolidation,2024-10-17,Active,0,11.55
L013539,B007528,1012700,36,21.42,6.8,Personal,2025-11-09,Closed,0,14.62
L013540,B008542,72800,24,19.5,6.29,Debt Consolidation,2022-12-19,Closed,0,13.21
L013541,B015447,209800,60,8.46,6.92,Personal,2025-08-27,Active,0,1.54
L013542,B009290,53000,24,10.4,6.82,Medical,2023-07-26,Active,0,3.58
L013543,B003672,469900,36,20.01,6.16,Auto,2022-10-23,Default,1,13.85
L013544,B002303,151700,12,8.84,7.23,Business,2024-01-13,Closed,0,1.61
L013545,B016518,292500,48,15.41,5.21,Education,2021-12-30,Closed,0,10.2
L013546,B014451,316600,12,15.49,5.18,Auto,2021-12-18,Active,0,10.31
L013547,B005443,393300,36,19.25,4.09,Business,2021-03-19,Active,0,15.16
L013548,B004038,225200,36,12.82,4.3,Education,2021-02-18,Active,0,8.52
L013549,B014475,255800,24,8.02,5.55,Auto,2022-04-01,Closed,0,2.47
L013550,B001574,993000,48,15.06,7.05,Auto,2025-07-29,Default,1,8.01
L013551,B013160,135700,48,18.05,7.07,Auto,2023-06-14,Default,1,10.98
L013552,B012898,370200,36,12.7,6.91,Auto,2024-05-11,Active,0,5.79
L013553,B013599,113100,24,19.02,4.85,Debt Consolidation,2021-11-23,Active,0,14.17
L013554,B017456,1197900,36,11.51,6.71,Business,2023-03-27,Active,0,4.8
L013555,B015022,311400,24,18.19,6.1,Education,2022-10-12,Active,0,12.09
L013556,B011492,119000,24,17.47,4.81,Personal,2021-09-22,Closed,0,12.66
L013557,B016083,434600,48,19.27,7.23,Education,2024-02-07,Active,0,12.04
L013558,B009799,115800,24,19.31,7.16,Personal,2023-08-24,Active,0,12.15
L013559,B008894,90500,36,12.19,6.94,Debt Consolidation,2023-06-04,Active,0,5.25
L013560,B010991,265500,36,11.95,6.44,Personal,2023-02-28,Active,0,5.51
L013561,B017816,407000,36,10.42,6.26,Education,2022-06-01,Active,0,4.16
L013562,B001951,924600,12,19.53,7.07,Home Improvement,2024-03-29,Active,0,12.46
L013563,B012174,162500,48,15.98,5.82,Medical,2022-07-10,Active,0,10.16
L013564,B014704,87800,12,12.28,4.31,Personal,2021-05-05,Closed,0,7.97
L013565,B011969,358900,60,12.04,6.96,Education,2023-12-01,Active,0,5.08
L013566,B005301,383300,36,10.67,6.68,Medical,2023-05-10,Active,0,3.99
L013567,B012436,305600,12,14.8,6.82,Education,2024-04-05,Default,1,7.98
L013568,B000230,56900,12,10.2,6.97,Personal,2023-10-27,Active,0,3.23
L013569,B002594,36700,48,21.69,7.15,Auto,2024-10-27,Default,1,14.54
L013570,B010853,171500,12,17.73,4.4,Education,2021-05-06,Closed,0,13.33
L013571,B007300,490700,60,13.74,6.59,Education,2025-04-11,Active,0,7.15
L013572,B005463,95000,60,9.99,7.24,Personal,2024-08-06,Closed,0,2.75
L013573,B008741,99700,60,24.37,6.79,Auto,2024-06-13,Active,0,17.58
L013574,B013441,562500,12,7.91,6.08,Business,2022-11-07,Active,0,1.83
L013575,B005439,382800,24,6.0,7.11,Auto,2023-06-24,Closed,0,-1.11
L013576,B009551,802400,12,17.86,6.32,Personal,2022-11-10,Closed,0,11.54
L013577,B013608,1827500,60,12.27,5.38,Auto,2021-12-28,Active,0,6.89
L013578,B011438,169500,36,6.0,4.36,Education,2021-03-17,Active,0,1.64
L013579,B002433,350500,48,14.13,7.13,Medical,2025-10-30,Active,0,7.0
L013580,B017145,112100,48,12.29,4.61,Education,2021-08-09,Default,1,7.68
L013581,B011786,164500,36,12.0,6.91,Education,2023-08-15,Active,0,5.09
L013582,B017611,117200,36,20.09,7.04,Business,2024-08-12,Default,1,13.05
L013583,B011189,188100,12,21.71,5.06,Home Improvement,2021-12-09,Default,1,16.65
L013584,B007402,127300,36,15.43,5.4,Medical,2022-02-22,Active,0,10.03
L013585,B006342,453200,36,9.75,7.19,Auto,2024-04-24,Active,0,2.56
L013586,B016655,62400,24,10.95,7.12,Medical,2025-05-25,Active,0,3.83
L013587,B000852,310200,48,16.01,5.58,Home Improvement,2022-02-25,Closed,0,10.43
L013588,B017693,1210300,36,27.21,6.98,Debt Consolidation,2023-12-18,Active,0,20.23
L013589,B010188,103700,36,14.12,6.12,Medical,2022-10-15,Active,0,8.0
L013590,B015901,122900,36,20.09,7.14,Debt Consolidation,2024-12-02,Default,1,12.95
L013591,B000103,255700,12,10.35,6.64,Education,2025-11-05,Active,0,3.71
L013592,B015006,157000,36,8.1,7.18,Home Improvement,2025-09-03,Active,0,0.92
L013593,B011961,186100,36,12.38,5.43,Personal,2022-03-25,Closed,0,6.95
L013594,B011960,174100,24,12.47,6.93,Education,2024-01-05,Active,0,5.54
L013595,B006557,455900,24,7.37,6.86,Auto,2025-02-08,Closed,0,0.51
L013596,B012318,278400,24,18.34,7.04,Education,2025-04-20,Closed,0,11.3
L013597,B005072,70200,12,13.14,4.8,Auto,2021-07-30,Active,0,8.34
L013598,B015711,1548900,60,21.0,4.95,Auto,2021-10-07,Closed,0,16.05
L013599,B016977,69700,12,14.48,6.79,Debt Consolidation,2024-12-09,Closed,0,7.69
L013600,B010611,143600,48,16.92,6.0,Home Improvement,2022-07-02,Active,0,10.92
L013601,B013302,457500,36,8.57,6.05,Auto,2022-12-08,Closed,0,2.52
L013602,B007305,269000,48,16.26,4.52,Debt Consolidation,2021-05-16,Default,1,11.74
L013603,B005141,354500,60,13.7,6.77,Home Improvement,2023-05-29,Active,0,6.93
L013604,B002861,147700,24,20.65,4.84,Personal,2021-10-18,Default,1,15.81
L013605,B015530,75400,12,23.65,6.72,Home Improvement,2025-03-24,Active,0,16.93
L013606,B012930,213400,36,10.69,6.78,Medical,2025-05-07,Closed,0,3.91
L013607,B011132,202600,36,20.11,7.22,Home Improvement,2024-04-11,Closed,0,12.89
L013608,B012332,210500,24,16.66,7.0,Home Improvement,2023-07-31,Active,0,9.66
L013609,B015998,125900,48,11.07,6.98,Education,2023-09-24,Default,1,4.09
L013610,B000825,399000,36,10.98,5.08,Debt Consolidation,2021-11-26,Active,0,5.9
L013611,B004523,298200,12,17.59,7.13,Business,2024-02-05,Active,0,10.46
L013612,B002396,643800,60,13.02,5.33,Home Improvement,2022-02-09,Active,0,7.69
L013613,B004308,144100,48,9.61,7.03,Debt Consolidation,2025-06-01,Closed,0,2.58
L013614,B007545,159300,24,16.35,7.03,Education,2025-06-09,Closed,0,9.32
L013615,B017779,62800,36,16.59,6.98,Auto,2025-05-17,Closed,0,9.61
L013616,B010310,113500,48,9.82,6.93,Business,2025-12-09,Active,0,2.89
L013617,B007459,146300,36,7.25,5.72,Personal,2022-05-07,Closed,0,1.53
L013618,B012992,109100,12,11.25,6.9,Auto,2025-08-22,Default,1,4.35
L013619,B015560,1571900,24,14.52,7.17,Business,2025-05-21,Closed,0,7.35
L013620,B014293,534900,24,19.74,7.14,Home Improvement,2023-08-30,Active,0,12.6
L013621,B010367,727100,36,27.2,4.15,Education,2021-01-01,Active,0,23.05
L013622,B003036,403300,36,9.35,4.23,Education,2021-04-26,Closed,0,5.12
L013623,B005527,316100,60,21.44,6.87,Personal,2023-03-31,Default,1,14.57
L013624,B011909,89500,48,19.36,7.13,Home Improvement,2023-07-06,Default,1,12.23
L013625,B006675,296400,60,8.33,6.77,Debt Consolidation,2024-10-29,Closed,0,1.56
L013626,B004152,143400,48,19.53,6.93,Education,2023-10-08,Default,1,12.6
L013627,B012391,242400,36,14.77,7.29,Debt Consolidation,2025-06-22,Closed,0,7.48
L013628,B007900,158500,48,21.82,4.57,Debt Consolidation,2021-07-05,Active,0,17.25
L013629,B010305,496600,60,14.07,7.23,Debt Consolidation,2025-03-03,Default,1,6.84
L013630,B003907,239700,36,18.42,7.16,Personal,2024-06-27,Active,0,11.26
L013631,B012945,220100,36,15.76,5.15,Education,2022-01-21,Closed,0,10.61
L013632,B006282,165000,24,15.51,4.9,Personal,2021-09-10,Default,1,10.61
L013633,B009148,180700,36,21.42,6.99,Debt Consolidation,2023-12-23,Active,0,14.43
L013634,B001231,112700,12,17.77,6.75,Debt Consolidation,2024-01-06,Default,1,11.02
L013635,B015064,167600,12,13.01,6.93,Business,2023-08-11,Active,0,6.08
L013636,B003247,256100,48,9.82,4.85,Auto,2021-08-05,Closed,0,4.97
L013637,B016765,620800,24,17.26,6.97,Auto,2025-07-25,Active,0,10.29
L013638,B003980,240100,36,19.22,6.84,Auto,2023-12-20,Closed,0,12.38
L013639,B008198,298100,24,13.81,6.08,Debt Consolidation,2022-08-07,Closed,0,7.73
L013640,B015968,176800,36,12.69,6.97,Home Improvement,2023-06-29,Closed,0,5.72
L013641,B003501,103400,36,18.16,7.21,Medical,2025-08-23,Closed,0,10.95
L013642,B002076,260300,48,9.69,6.84,Auto,2025-01-08,Default,1,2.85
L013643,B001587,150800,36,11.84,7.25,Home Improvement,2024-07-13,Active,0,4.59
L013644,B005093,186500,24,13.46,5.15,Medical,2021-11-26,Closed,0,8.31
L013645,B001514,863900,36,8.78,5.51,Education,2022-03-04,Active,0,3.27
L013646,B003589,902200,48,15.47,7.09,Medical,2024-11-04,Active,0,8.38
L013647,B009353,109600,24,8.82,6.95,Education,2023-06-26,Closed,0,1.87
L013648,B009901,76300,48,12.25,3.92,Debt Consolidation,2021-02-02,Closed,0,8.33
L013649,B000379,113200,24,12.32,6.83,Business,2024-01-17,Default,1,5.49
L013650,B013992,58600,60,11.87,7.15,Personal,2025-12-07,Active,0,4.72
L013651,B001263,120200,36,7.74,6.25,Business,2022-11-22,Active,0,1.49
L013652,B000622,217500,24,13.37,6.56,Business,2023-01-15,Active,0,6.81
L013653,B000088,266800,60,14.51,6.81,Debt Consolidation,2023-04-23,Closed,0,7.7
L013654,B008291,865300,60,6.0,5.45,Medical,2022-03-17,Closed,0,0.55
L013655,B007036,420400,36,18.19,4.16,Education,2021-02-13,Closed,0,14.03
L013656,B000711,601600,24,9.71,4.76,Auto,2021-06-29,Closed,0,4.95
L013657,B003953,1279600,60,18.2,6.87,Debt Consolidation,2024-05-05,Active,0,11.33
L013658,B004556,229800,36,9.29,6.1,Debt Consolidation,2022-10-11,Closed,0,3.19
L013659,B002686,354500,24,13.45,7.11,Business,2024-07-09,Closed,0,6.34
L013660,B014034,330400,36,15.01,5.35,Debt Consolidation,2022-06-10,Active,0,9.66
L013661,B007239,346000,36,15.16,7.05,Auto,2025-12-25,Closed,0,8.11
L013662,B012806,85600,24,21.25,4.76,Business,2021-09-24,Active,0,16.49
L013663,B001139,82900,24,9.89,5.48,Education,2022-03-03,Closed,0,4.41
L013664,B010186,52900,24,17.07,6.76,Personal,2025-03-06,Closed,0,10.31
L013665,B006000,745700,60,14.63,4.82,Debt Consolidation,2021-07-31,Closed,0,9.81
L013666,B006209,106800,12,21.28,4.48,Auto,2021-08-05,Closed,0,16.8
L013667,B011257,116000,48,11.81,6.56,Medical,2023-03-31,Active,0,5.25
L013668,B012877,377000,48,9.54,7.01,Education,2024-11-25,Active,0,2.53
L013669,B008568,265700,48,20.8,3.94,Education,2021-01-24,Default,1,16.86
L013670,B007277,78000,36,13.23,6.99,Home Improvement,2024-04-11,Active,0,6.24
L013671,B015885,400100,36,23.65,5.94,Debt Consolidation,2022-10-05,Closed,0,17.71
L013672,B017220,72200,24,9.6,6.93,Business,2025-08-12,Active,0,2.67
L013673,B017876,122700,12,18.44,6.18,Home Improvement,2022-09-23,Default,1,12.26
L013674,B015747,335900,36,16.57,5.47,Education,2022-03-11,Default,1,11.1
L013675,B007249,572300,36,13.65,7.21,Medical,2023-11-03,Closed,0,6.44
L013676,B000172,464400,48,20.75,6.95,Medical,2024-08-22,Active,0,13.8
L013677,B004867,193600,36,11.35,7.13,Debt Consolidation,2023-08-17,Closed,0,4.22
L013678,B017244,300100,36,18.83,5.51,Debt Consolidation,2022-03-12,Active,0,13.32
L013679,B003363,125100,36,19.28,7.31,Debt Consolidation,2025-05-13,Active,0,11.97
L013680,B014826,679900,24,13.75,7.43,Home Improvement,2024-03-10,Active,0,6.32
L013681,B008718,103600,60,11.82,7.08,Home Improvement,2024-06-24,Active,0,4.74
L013682,B016472,1033400,48,21.99,4.62,Debt Consolidation,2021-08-07,Active,0,17.37
L013683,B006851,1263900,36,16.07,6.91,Medical,2025-09-18,Closed,0,9.16
L013684,B012690,446800,24,15.8,6.92,Business,2023-04-28,Active,0,8.88
L013685,B004114,146300,36,17.72,6.47,Medical,2023-02-15,Default,1,11.25
L013686,B008570,708700,36,25.68,6.88,Medical,2023-05-17,Active,0,18.8
L013687,B007695,95700,48,26.37,6.83,Business,2024-10-28,Default,1,19.54
L013688,B017360,684200,12,10.59,6.03,Debt Consolidation,2022-09-20,Closed,0,4.56
L013689,B013334,144000,24,8.26,6.97,Business,2023-09-04,Active,0,1.29
L013690,B001840,533900,24,12.05,4.1,Education,2021-02-13,Active,0,7.95
L013691,B013103,248700,48,11.82,6.25,Home Improvement,2022-09-20,Active,0,5.57
L013692,B003436,464600,48,12.52,7.07,Personal,2025-02-24,Active,0,5.45
L013693,B017377,788100,60,15.85,6.82,Medical,2023-04-04,Active,0,9.03
L013694,B015435,199700,48,20.92,7.06,Personal,2025-12-06,Closed,0,13.86
L013695,B008698,152800,36,15.81,6.8,Auto,2024-06-25,Closed,0,9.01
L013696,B008755,151600,24,6.0,5.58,Personal,2022-03-30,Closed,0,0.42
L013697,B005219,186500,36,9.36,5.35,Auto,2022-03-27,Closed,0,4.01
L013698,B007216,90000,24,15.66,6.9,Business,2025-07-24,Default,1,8.76
L013699,B016354,634600,36,24.09,6.91,Auto,2023-10-23,Active,0,17.18
L013700,B015637,359100,36,16.35,6.32,Home Improvement,2022-09-18,Default,1,10.03
L013701,B011316,282300,12,10.99,7.03,Home Improvement,2025-07-16,Closed,0,3.96
L013702,B017683,221600,12,14.66,6.58,Personal,2023-02-11,Active,0,8.08
L013703,B012893,265600,36,22.4,4.54,Education,2021-04-12,Active,0,17.86
L013704,B001157,92400,12,16.04,6.92,Education,2024-09-14,Default,1,9.12
L013705,B008490,427100,36,17.16,7.21,Home Improvement,2024-04-07,Closed,0,9.95
L013706,B015593,223200,48,12.01,6.93,Debt Consolidation,2024-06-23,Active,0,5.08
L013707,B007143,627800,12,20.58,6.98,Home Improvement,2023-12-28,Active,0,13.6
L013708,B002586,176600,36,10.13,6.92,Home Improvement,2025-09-20,Active,0,3.21
L013709,B012773,145400,48,22.25,6.9,Home Improvement,2025-10-10,Closed,0,15.35
L013710,B006686,116500,36,9.47,6.98,Auto,2024-04-01,Active,0,2.49
L013711,B000400,160800,48,9.98,7.15,Medical,2025-02-23,Active,0,2.83
L013712,B001287,245300,36,7.45,7.32,Business,2024-04-25,Active,0,0.13
L013713,B013751,398800,36,14.96,6.71,Personal,2025-07-21,Default,1,8.25
L013714,B010266,105000,36,17.6,5.37,Personal,2021-12-22,Closed,0,12.23
L013715,B002849,376700,48,17.42,7.02,Business,2025-05-07,Closed,0,10.4
L013716,B000292,93900,12,12.01,6.97,Business,2023-09-14,Closed,0,5.04
L013717,B014248,232900,36,20.09,4.75,Education,2021-08-21,Default,1,15.34
L013718,B002257,575700,48,6.12,7.2,Debt Consolidation,2025-09-28,Active,0,-1.08
L013719,B000629,313000,36,17.6,5.97,Personal,2022-07-23,Closed,0,11.63
L013720,B016165,74200,48,11.05,6.76,Debt Consolidation,2023-05-19,Active,0,4.29
L013721,B006735,62200,48,13.99,7.11,Auto,2025-07-09,Closed,0,6.88
L013722,B007363,663800,36,12.09,6.98,Education,2024-11-06,Active,0,5.11
L013723,B011759,133000,12,25.47,6.22,Auto,2022-12-06,Default,1,19.25
L013724,B012423,272100,48,27.49,6.82,Personal,2025-05-21,Active,0,20.67
L013725,B012103,78800,36,22.97,6.86,Debt Consolidation,2024-09-08,Closed,0,16.11
L013726,B012483,48500,24,19.44,7.05,Education,2025-02-26,Active,0,12.39
L013727,B013481,254300,36,8.44,6.84,Auto,2023-06-09,Active,0,1.6
L013728,B008682,252500,24,16.27,5.99,Auto,2022-08-08,Closed,0,10.28
L013729,B013797,31800,24,21.13,6.04,Auto,2022-07-29,Closed,0,15.09
L013730,B009017,269600,36,13.03,4.31,Medical,2021-04-21,Active,0,8.72
L013731,B013272,242300,48,7.95,5.88,Debt Consolidation,2022-08-08,Closed,0,2.07
L013732,B010595,612500,36,22.69,5.7,Personal,2022-08-09,Closed,0,16.99
L013733,B017472,202900,36,14.48,6.09,Auto,2022-08-06,Default,1,8.39
L013734,B009009,173500,24,17.88,7.07,Medical,2023-06-09,Closed,0,10.81
L013735,B012070,259600,60,15.43,4.55,Business,2021-06-26,Active,0,10.88
L013736,B010118,256200,36,19.62,6.95,Education,2024-11-03,Default,1,12.67
L013737,B017312,79900,36,11.61,6.98,Debt Consolidation,2024-05-26,Closed,0,4.63
L013738,B001317,230300,48,21.38,4.92,Debt Consolidation,2021-10-01,Default,1,16.46
L013739,B011454,66000,36,10.45,7.07,Business,2024-03-26,Active,0,3.38
L013740,B005790,267300,24,7.31,6.99,Education,2024-10-30,Active,0,0.32
L013741,B006729,342500,12,13.72,6.1,Medical,2022-10-03,Default,1,7.62
L013742,B003200,1284300,12,16.92,7.12,Education,2024-09-08,Active,0,9.8
L013743,B007306,244700,36,9.2,6.02,Personal,2022-08-13,Closed,0,3.18
L013744,B016487,318300,60,13.82,7.26,Debt Consolidation,2024-12-09,Closed,0,6.56
L013745,B012880,94900,48,15.78,6.45,Personal,2022-12-01,Closed,0,9.33
L013746,B014340,119400,60,8.14,6.82,Education,2025-08-04,Active,0,1.32
L013747,B001137,275200,36,15.39,6.98,Personal,2025-05-14,Default,1,8.41
L013748,B004625,38900,48,16.5,6.95,Home Improvement,2023-10-05,Active,0,9.55
L013749,B016378,251200,24,19.44,4.57,Medical,2021-08-05,Closed,0,14.87
L013750,B008027,102900,24,8.14,6.59,Auto,2023-02-26,Closed,0,1.55
L013751,B010370,829600,60,11.9,7.12,Auto,2024-03-18,Active,0,4.78
L013752,B002306,98000,48,16.77,6.26,Home Improvement,2022-12-03,Closed,0,10.51
L013753,B009322,177300,48,11.85,4.56,Debt Consolidation,2021-06-10,Closed,0,7.29
L013754,B006891,458400,24,13.42,6.28,Home Improvement,2022-11-24,Active,0,7.14
L013755,B013974,136600,48,17.41,7.05,Education,2025-09-02,Active,0,10.36
L013756,B004374,62400,36,19.98,6.85,Auto,2024-11-28,Active,0,13.13
L013757,B001095,233900,12,9.28,5.95,Education,2022-06-07,Active,0,3.33
L013758,B015284,285400,24,10.66,7.07,Education,2025-04-22,Active,0,3.59
L013759,B001405,156000,48,15.07,6.91,Debt Consolidation,2025-09-08,Active,0,8.16
L013760,B003334,248600,36,21.98,7.13,Debt Consolidation,2023-05-05,Default,1,14.85
L013761,B006443,356800,36,20.11,4.2,Auto,2021-03-22,Closed,0,15.91
L013762,B015132,66900,48,18.72,6.92,Auto,2024-12-04,Closed,0,11.8
L013763,B000760,437100,36,13.13,7.03,Auto,2025-06-04,Active,0,6.1
L013764,B001558,237800,12,14.8,4.33,Medical,2021-03-27,Default,1,10.47
L013765,B008158,219700,48,22.57,4.21,Auto,2021-01-19,Default,1,18.36
L013766,B012563,586900,36,18.06,7.18,Business,2023-08-22,Active,0,10.88
L013767,B008608,874000,36,22.15,6.61,Medical,2023-02-25,Active,0,15.54
L013768,B004362,324500,12,7.79,7.06,Debt Consolidation,2025-10-04,Default,1,0.73
L013769,B012444,212400,60,12.85,6.82,Business,2023-07-23,Active,0,6.03
L013770,B010592,577700,48,8.45,4.7,Personal,2021-05-16,Closed,0,3.75
L013771,B001627,128500,12,18.88,6.88,Business,2025-11-19,Closed,0,12.0
L013772,B006115,342400,24,19.42,7.03,Medical,2024-04-10,Active,0,12.39
L013773,B014590,151200,36,17.16,7.16,Home Improvement,2024-09-30,Closed,0,10.0
L013774,B012787,152700,48,9.08,4.84,Debt Consolidation,2021-10-10,Active,0,4.24
L013775,B017228,451400,12,6.09,7.16,Auto,2024-11-06,Closed,0,-1.07
L013776,B014104,448400,48,17.58,4.89,Medical,2021-10-25,Closed,0,12.69
L013777,B012225,77200,12,14.39,6.07,Personal,2022-09-03,Default,1,8.32
L013778,B007733,173000,36,9.94,6.06,Home Improvement,2022-09-05,Closed,0,3.88
L013779,B009200,312800,48,15.25,6.75,Business,2024-03-29,Active,0,8.5
L013780,B014615,686900,48,8.56,4.91,Education,2021-09-28,Closed,0,3.65
L013781,B003878,758500,60,11.52,6.29,Business,2022-12-23,Closed,0,5.23
L013782,B014994,254900,36,23.16,7.25,Medical,2023-12-31,Active,0,15.91
L013783,B013598,242900,24,15.72,6.98,Auto,2024-05-04,Active,0,8.74
L013784,B008361,114200,24,13.44,6.28,Debt Consolidation,2022-12-02,Closed,0,7.16
L013785,B011816,456300,60,13.35,6.97,Auto,2023-08-12,Active,0,6.38
L013786,B006557,438300,36,10.14,6.89,Business,2024-01-07,Closed,0,3.25
L013787,B016841,268500,24,16.84,7.16,Medical,2025-09-23,Default,1,9.68
L013788,B016476,490200,24,7.67,5.12,Education,2022-04-17,Closed,0,2.55
L013789,B001513,349200,48,26.3,5.12,Business,2021-11-14,Default,1,21.18
L013790,B001777,497900,60,14.37,7.08,Medical,2025-09-19,Default,1,7.29
L013791,B000305,223900,60,7.79,4.84,Auto,2021-11-20,Active,0,2.95
L013792,B001254,183900,24,17.25,6.99,Business,2023-11-26,Closed,0,10.26
L013793,B007766,80200,24,17.35,5.49,Personal,2022-03-28,Closed,0,11.86
L013794,B016649,647800,60,23.83,6.98,Debt Consolidation,2025-03-01,Active,0,16.85
L013795,B010257,551600,48,10.69,5.18,Debt Consolidation,2022-01-01,Closed,0,5.51
L013796,B014709,539100,24,21.5,6.78,Home Improvement,2025-06-06,Active,0,14.72
L013797,B008506,45300,12,10.74,6.06,Personal,2022-10-14,Active,0,4.68
L013798,B010639,373500,36,18.01,6.54,Auto,2023-01-14,Active,0,11.47
L013799,B005016,81200,12,16.67,7.03,Business,2025-08-06,Closed,0,9.64
L013800,B015638,172900,36,16.9,3.95,Medical,2021-01-18,Closed,0,12.95
L013801,B013284,79600,48,12.05,5.74,Debt Consolidation,2022-06-19,Active,0,6.31
L013802,B004137,197100,48,10.32,7.01,Business,2023-09-29,Active,0,3.31
L013803,B001709,336200,60,21.29,4.38,Auto,2021-05-11,Closed,0,16.91
L013804,B001427,70400,24,11.14,7.0,Home Improvement,2025-02-02,Closed,0,4.14
L013805,B002349,79100,36,17.27,6.86,Education,2023-05-30,Active,0,10.41
L013806,B000856,129300,24,15.63,6.96,Auto,2024-06-27,Active,0,8.67
L013807,B009378,35100,60,9.41,4.13,Home Improvement,2021-04-10,Default,1,5.28
L013808,B002685,144100,36,16.3,6.28,Business,2022-10-10,Active,0,10.02
L013809,B016841,149600,36,14.36,5.5,Home Improvement,2022-03-09,Active,0,8.86
L013810,B002715,574600,36,26.28,3.87,Medical,2021-01-04,Active,0,22.41
L013811,B006907,556400,36,15.6,4.65,Business,2021-06-25,Active,0,10.95
