borrower_id,income_band,annual_income,employment_type,years_employed,credit_grade,credit_score,region,age
B007911,High,2396446,Business Owner,18,D,607,West,26
B007912,Low,196514,Self-Employed,2,C,654,North,27
B007913,Lower-Middle,443821,Self-Employed,25,A,824,West,41
B007914,Upper-Middle,1231425,Self-Employed,2,B,733,North,59
B007915,Upper-Middle,1681584,Salaried,23,E,471,South,39
B007916,High,3980736,Salaried,29,E,493,Central,40
B007917,Upper-Middle,1771879,Self-Employed,11,C,644,East,61
B007918,Low,252342,Salaried,8,C,650,South,47
B007919,High,3341274,Freelancer,28,D,620,North,59
B007920,Lower-Middle,315491,Salaried,25,A,834,Central,34
B007921,Middle,794763,Self-Employed,4,D,602,East,28
B007922,Lower-Middle,480602,Salaried,15,C,672,East,52
B007923,Upper-Middle,1731266,Business Owner,12,C,694,West,32
B007924,Middle,634610,Freelancer,25,A,855,Central,28
B007925,Upper-Middle,1409335,Salaried,22,F,400,West,47
B007926,Lower-Middle,429641,Salaried,24,B,752,East,54
B007927,Lower-Middle,345276,Self-Employed,12,B,740,West,60
B007928,Lower-Middle,587842,Salaried,7,C,676,Central,27
B007929,Low,287889,Salaried,13,E,476,South,59
B007930,Middle,658031,Self-Employed,14,E,441,West,28
B007931,Lower-Middle,373896,Salaried,25,D,589,East,51
B007932,Middle,828630,Salaried,6,D,577,South,21
B007933,Low,188348,Salaried,20,C,679,South,43
B007934,Low,251827,Salaried,10,A,850,East,58
B007935,Middle,920078,Freelancer,28,C,690,North,28
B007936,Lower-Middle,425594,Salaried,29,C,681,South,58
B007937,Lower-Middle,587381,Salaried,2,D,577,South,24
B007938,Lower-Middle,345159,Self-Employed,11,D,590,North,38
B007939,Lower-Middle,361147,Business Owner,23,G,343,South,29
B007940,Middle,889163,Salaried,3,D,559,South,21
B007941,Low,230535,Self-Employed,7,D,530,North,33
B007942,Lower-Middle,486979,Self-Employed,15,G,334,South,62
B007943,Middle,815641,Salaried,15,C,685,West,60
B007944,Middle,947511,Salaried,21,C,740,East,28
B007945,Middle,752538,Self-Employed,27,E,493,South,45
B007946,Lower-Middle,318185,Salaried,9,D,574,West,27
B007947,High,3306279,Salaried,11,F,411,North,60
B007948,Lower-Middle,453335,Self-Employed,13,D,602,Central,30
B007949,Lower-Middle,483785,Salaried,26,F,415,North,59
B007950,Upper-Middle,1188080,Salaried,24,B,754,East,32
B007951,Middle,915782,Salaried,3,E,522,West,27
B007952,Middle,625249,Freelancer,9,B,736,West,61
B007953,Upper-Middle,1157951,Business Owner,26,A,833,East,27
B007954,Low,151207,Salaried,26,B,800,East,48
B007955,Upper-Middle,1551786,Salaried,21,D,597,Central,48
B007956,Middle,906424,Unemployed,23,C,660,East,36
B007957,Lower-Middle,462156,Self-Employed,8,B,763,North,52
B007958,Lower-Middle,353687,Self-Employed,22,D,632,East,54
B007959,Low,157236,Salaried,18,D,575,North,48
B007960,High,2444091,Salaried,26,C,653,Central,55
B007961,Low,207885,Salaried,3,D,582,South,33
B007962,Lower-Middle,442210,Business Owner,18,F,422,North,31
B007963,Middle,904892,Freelancer,18,E,500,West,42
B007964,Middle,977230,Salaried,13,D,607,South,28
B007965,Low,270520,Self-Employed,9,E,469,West,25
B007966,Upper-Middle,1281010,Freelancer,25,F,371,West,27
B007967,Middle,607779,Freelancer,29,C,698,East,22
B007968,Upper-Middle,1779571,Salaried,17,B,732,South,36
B007969,Low,252004,Salaried,22,B,731,South,33
B007970,Low,198222,Freelancer,9,D,562,North,22
B007971,Middle,972462,Salaried,4,F,377,Central,50
B007972,Low,163653,Salaried,6,A,834,South,40
B007973,Middle,737393,Salaried,5,D,537,East,34
B007974,Low,224825,Self-Employed,10,B,795,North,29
B007975,Upper-Middle,1224223,Salaried,26,D,542,East,42
B007976,Upper-Middle,1091918,Self-Employed,22,E,547,South,54
B007977,Upper-Middle,1099749,Freelancer,13,E,511,East,22
B007978,High,3258483,Salaried,6,G,379,South,35
B007979,Upper-Middle,1773500,Freelancer,28,D,562,West,39
B007980,Lower-Middle,595515,Freelancer,20,D,570,Central,49
B007981,Lower-Middle,442242,Business Owner,28,F,435,West,57
B007982,Upper-Middle,1612063,Self-Employed,12,D,556,Central,51
B007983,High,2261939,Freelancer,17,G,331,East,48
B007984,High,3324140,Self-Employed,4,B,758,North,56
B007985,Upper-Middle,1364721,Salaried,6,B,785,South,48
B007986,Lower-Middle,493588,Freelancer,19,B,795,North,41
B007987,High,1869636,Salaried,18,E,478,North,50
B007988,High,3478539,Freelancer,29,A,831,Central,38
B007989,Middle,823628,Salaried,29,E,458,East,60
B007990,Upper-Middle,1439131,Salaried,0,C,634,West,32
B007991,Middle,689011,Business Owner,26,D,567,East,49
B007992,High,2588147,Self-Employed,19,E,491,West,21
B007993,Low,157655,Salaried,7,C,657,South,52
B007994,Upper-Middle,1277461,Freelancer,4,B,768,East,27
B007995,Low,190956,Salaried,26,D,599,East,46
B007996,Lower-Middle,534481,Salaried,0,G,300,North,30
B007997,Low,170241,Self-Employed,15,A,840,East,22
B007998,Middle,665857,Salaried,5,B,791,South,49
B007999,Lower-Middle,540203,Salaried,29,F,410,East,51
B008000,High,3089711,Salaried,4,A,846,East,55
B008001,Middle,859173,Salaried,20,A,834,South,54
B008002,Upper-Middle,1103304,Unemployed,8,F,423,East,41
B008003,Lower-Middle,495405,Salaried,8,E,484,North,61
B008004,Low,246812,Business Owner,18,B,713,Central,57
B008005,Upper-Middle,1375251,Self-Employed,8,G,300,East,23
B008006,Middle,983552,Salaried,26,E,471,North,37
B008007,Middle,708670,Freelancer,14,B,735,North,50
B008008,Upper-Middle,1460662,Salaried,2,C,672,North,49
B008009,Upper-Middle,1103640,Salaried,15,F,354,South,59
B008010,Middle,754639,Business Owner,7,D,582,Central,45
B008011,High,2383350,Business Owner,27,D,556,West,39
B008012,Middle,878356,Salaried,0,C,696,Central,27
B008013,Middle,905037,Business Owner,3,B,741,East,63
B008014,Lower-Middle,557784,Freelancer,14,D,602,South,41
B008015,Low,187227,Salaried,8,B,758,South,57
B008016,Lower-Middle,494577,Self-Employed,10,E,478,South,63
B008017,Upper-Middle,1405305,Salaried,6,B,728,Central,50
B008018,Middle,814141,Salaried,27,B,740,East,27
B008019,Lower-Middle,367452,Salaried,0,A,884,Central,44
B008020,Middle,883386,Salaried,3,E,488,South,38
B008021,Lower-Middle,486956,Self-Employed,28,C,648,Central,47
B008022,Lower-Middle,571975,Salaried,14,C,678,Central,35
B008023,High,3120991,Salaried,28,D,568,East,27
B008024,Lower-Middle,508308,Salaried,25,D,562,South,53
B008025,Lower-Middle,403426,Salaried,9,F,389,East,60
B008026,Middle,675165,Self-Employed,21,C,694,North,22
B008027,Lower-Middle,584101,Self-Employed,4,B,759,North,30
B008028,Middle,841334,Salaried,18,F,417,East,40
B008029,High,2852505,Salaried,10,D,569,Central,52
B008030,Middle,999418,Salaried,20,D,564,West,32
B008031,Middle,705947,Self-Employed,4,B,796,South,46
B008032,Lower-Middle,511811,Salaried,25,F,373,Central,34
B008033,Middle,690121,Self-Employed,8,F,392,East,36
B008034,Lower-Middle,432040,Self-Employed,13,C,698,West,38
B008035,Low,206884,Salaried,25,A,838,Central,37
B008036,Upper-Middle,1603455,Salaried,14,A,896,North,33
B008037,Lower-Middle,440240,Salaried,15,C,648,North,28
B008038,Middle,738537,Salaried,3,D,596,West,45
B008039,Low,193790,Salaried,21,C,713,East,54
B008040,Upper-Middle,1670503,Freelancer,29,D,585,North,33
B008041,Low,181269,Salaried,22,B,770,North,34
B008042,Lower-Middle,437792,Salaried,27,B,781,North,61
B008043,Upper-Middle,1338758,Business Owner,29,G,300,East,34
B008044,Middle,788512,Freelancer,20,C,706,South,40
B008045,High,3268094,Salaried,25,F,409,Central,36
B008046,Lower-Middle,566021,Self-Employed,15,D,582,North,27
B008047,Middle,663065,Salaried,10,A,854,East,37
B008048,High,3376556,Business Owner,17,D,529,South,33
B008049,Middle,657164,Self-Employed,25,G,333,North,35
B008050,Middle,602663,Salaried,5,E,499,West,56
B008051,Lower-Middle,302378,Salaried,18,C,646,West,60
B008052,Upper-Middle,1716853,Salaried,20,A,860,North,25
B008053,Upper-Middle,1677064,Business Owner,21,C,684,East,28
B008054,Middle,730397,Salaried,21,A,836,East,37
B008055,High,3227891,Salaried,19,C,702,North,44
B008056,Middle,659989,Salaried,18,F,397,South,62
B008057,Middle,901635,Business Owner,27,D,573,South,57
B008058,Lower-Middle,599518,Salaried,0,E,507,East,21
B008059,Middle,977867,Freelancer,13,D,558,East,52
B008060,Upper-Middle,1507146,Salaried,2,B,748,East,63
B008061,Middle,778794,Salaried,26,B,731,West,28
B008062,Lower-Middle,409924,Salaried,4,E,486,North,36
B008063,Middle,710656,Salaried,23,C,662,North,32
B008064,Upper-Middle,1068477,Salaried,21,D,583,Central,30
B008065,High,2261017,Salaried,9,B,785,South,38
B008066,Low,233797,Salaried,12,C,687,East,57
B008067,Low,190772,Salaried,6,B,763,North,24
B008068,Lower-Middle,517656,Business Owner,24,B,792,Central,41
B008069,Low,265168,Salaried,21,F,384,West,61
B008070,High,2848604,Business Owner,28,E,502,Central,25
B008071,Lower-Middle,571666,Freelancer,18,E,513,Central,55
B008072,Middle,926112,Self-Employed,15,F,447,South,50
B008073,Lower-Middle,323331,Salaried,27,D,584,East,30
B008074,Lower-Middle,540748,Self-Employed,9,C,660,Central,55
B008075,High,3625524,Business Owner,26,D,580,East,30
B008076,Middle,738641,Salaried,17,A,852,West,40
B008077,Low,223948,Salaried,23,E,473,East,60
B008078,Lower-Middle,321034,Salaried,9,E,490,East,52
B008079,High,2385023,Salaried,14,D,624,East,42
B008080,High,3893220,Salaried,11,C,628,Central,25
B008081,Lower-Middle,579914,Salaried,23,B,699,East,25
B008082,Middle,873166,Self-Employed,2,A,812,East,22
B008083,Low,152746,Salaried,28,C,647,East,23
B008084,Middle,609571,Salaried,10,F,370,East,30
B008085,Low,239258,Freelancer,12,A,830,South,43
B008086,Upper-Middle,1184202,Salaried,29,F,374,South,64
B008087,High,3233740,Salaried,3,D,591,West,58
B008088,Low,164383,Salaried,22,C,646,Central,28
B008089,Middle,994985,Salaried,2,B,731,East,59
B008090,Low,167204,Self-Employed,28,A,801,Central,61
B008091,Lower-Middle,401012,Salaried,8,D,605,Central,46
B008092,Low,164653,Freelancer,9,D,613,North,34
B008093,Lower-Middle,415215,Freelancer,22,C,676,South,36
B008094,High,2540141,Salaried,6,C,673,East,42
B008095,Low,246855,Business Owner,2,A,866,South,31
B008096,Upper-Middle,1687413,Self-Employed,2,C,690,North,51
B008097,Low,271533,Business Owner,27,E,461,West,50
B008098,Middle,893152,Salaried,16,D,574,Central,28
B008099,Middle,999128,Self-Employed,28,B,784,South,22
B008100,High,1895927,Salaried,24,E,476,South,29
B008101,Lower-Middle,536865,Salaried,11,B,764,Central,37
B008102,Low,169546,Freelancer,29,E,520,North,32
B008103,Upper-Middle,1486486,Salaried,24,D,640,North,45
B008104,Middle,924466,Salaried,6,E,515,West,41
B008105,Middle,864557,Salaried,4,A,818,North,38
B008106,Low,167183,Freelancer,2,E,473,West,36
B008107,Lower-Middle,355156,Salaried,1,E,520,East,52
B008108,Upper-Middle,1709602,Salaried,13,B,741,East,24
B008109,Middle,964276,Self-Employed,12,B,782,Central,36
B008110,Middle,898582,Salaried,11,E,533,West,32
B008111,Lower-Middle,388074,Salaried,1,C,697,South,55
B008112,Lower-Middle,375139,Self-Employed,18,D,625,West,57
B008113,High,1958582,Freelancer,1,A,822,North,58
B008114,Middle,787151,Business Owner,17,B,712,North,43
B008115,Low,209193,Salaried,3,E,470,South,61
B008116,High,2339149,Salaried,17,B,760,South,62
B008117,Middle,860085,Business Owner,8,A,827,Central,61
B008118,Lower-Middle,362125,Salaried,28,B,741,East,33
B008119,Lower-Middle,326673,Business Owner,4,E,486,East,37
B008120,Middle,772933,Salaried,24,C,658,West,32
B008121,Lower-Middle,518118,Freelancer,17,D,601,East,49
B008122,Middle,673580,Salaried,14,D,580,West,39
B008123,Middle,835137,Freelancer,24,C,655,East,49
B008124,Lower-Middle,326224,Salaried,5,A,874,East,24
B008125,High,2391092,Business Owner,25,B,831,Central,26
B008126,Lower-Middle,550476,Salaried,25,B,772,West,34
B008127,Lower-Middle,344051,Self-Employed,26,F,387,North,63
B008128,Middle,866474,Salaried,1,E,448,North,36
B008129,Middle,605712,Salaried,16,E,483,East,32
B008130,Lower-Middle,464690,Salaried,11,E,460,South,48
B008131,Middle,696967,Salaried,7,A,862,East,64
B008132,Upper-Middle,1177995,Freelancer,9,E,532,East,27
B008133,Upper-Middle,1403416,Business Owner,16,D,558,Central,37
B008134,Upper-Middle,1790165,Business Owner,1,E,475,South,60
B008135,Lower-Middle,370296,Salaried,18,G,328,West,62
B008136,Lower-Middle,465536,Salaried,10,C,652,Central,59
B008137,Middle,751644,Salaried,21,D,536,South,36
B008138,Low,254231,Salaried,6,C,700,Central,44
B008139,Upper-Middle,1743699,Self-Employed,21,F,365,Central,59
B008140,Lower-Middle,426693,Business Owner,19,B,757,South,39
B008141,Lower-Middle,572600,Salaried,5,C,666,West,60
B008142,Lower-Middle,575064,Salaried,8,F,389,South,51
B008143,Lower-Middle,561440,Salaried,7,B,775,North,29
B008144,Lower-Middle,374382,Salaried,27,D,541,South,29
B008145,Middle,880590,Salaried,19,D,588,North,46
B008146,Middle,735353,Salaried,21,D,558,East,45
B008147,Lower-Middle,356799,Salaried,2,B,761,South,59
B008148,Lower-Middle,438427,Salaried,3,A,829,Central,33
B008149,Upper-Middle,1385052,Self-Employed,29,C,672,East,52
B008150,Low,246958,Unemployed,23,C,690,South,61
B008151,Middle,728461,Salaried,23,F,395,South,52
B008152,Middle,632050,Salaried,27,E,481,South,42
B008153,Middle,715849,Salaried,25,D,560,North,62
B008154,Upper-Middle,1654833,Business Owner,1,B,762,East,43
B008155,Middle,945459,Salaried,9,F,424,North,39
B008156,High,1953132,Self-Employed,12,B,757,East,54
B008157,Upper-Middle,1162492,Self-Employed,4,F,434,West,27
B008158,Lower-Middle,318001,Freelancer,26,F,393,West,55
B008159,Lower-Middle,449943,Salaried,27,G,357,North,31
B008160,Lower-Middle,351927,Salaried,4,C,621,West,31
B008161,Lower-Middle,533475,Salaried,22,B,746,East,25
B008162,Middle,928770,Salaried,24,D,559,West,47
B008163,Lower-Middle,449261,Salaried,0,C,667,East,26
B008164,Lower-Middle,439614,Freelancer,3,C,684,East,59
B008165,Lower-Middle,460905,Self-Employed,28,D,644,East,23
B008166,Middle,695956,Freelancer,7,D,582,North,39
B008167,Middle,877085,Freelancer,24,C,691,East,39
B008168,High,3287969,Salaried,19,C,650,West,25
B008169,Lower-Middle,342868,Freelancer,16,D,572,Central,60
B008170,Lower-Middle,392123,Business Owner,0,A,867,East,59
B008171,High,2850232,Salaried,17,D,542,South,63
B008172,Middle,964583,Self-Employed,23,E,461,South,60
B008173,Middle,665085,Freelancer,8,F,402,Central,25
B008174,Middle,629047,Business Owner,20,E,486,Central,27
B008175,Low,169965,Self-Employed,12,D,585,South,62
B008176,Upper-Middle,1187552,Salaried,28,F,358,West,30
B008177,Middle,844131,Business Owner,15,D,571,Central,49
B008178,Middle,612278,Salaried,0,E,484,East,31
B008179,Middle,613481,Self-Employed,4,A,855,East,53
B008180,Lower-Middle,566795,Self-Employed,5,E,511,Central,57
B008181,Lower-Middle,335758,Salaried,10,A,851,West,26
B008182,Upper-Middle,1262222,Salaried,12,A,823,West,63
B008183,Middle,744243,Self-Employed,15,D,588,Central,37
B008184,Low,269206,Salaried,21,B,716,Central,38
B008185,Lower-Middle,573629,Salaried,21,C,672,West,64
B008186,High,3497200,Salaried,14,E,502,West,62
B008187,Lower-Middle,450399,Self-Employed,16,D,578,South,50
B008188,Lower-Middle,462394,Salaried,3,E,506,West,21
B008189,Middle,775433,Salaried,23,E,457,South,35
B008190,Upper-Middle,1784197,Freelancer,1,D,637,South,38
B008191,Middle,984414,Salaried,29,G,300,Central,60
B008192,Upper-Middle,1608751,Freelancer,10,B,695,East,26
B008193,Low,282127,Salaried,13,A,818,West,59
B008194,High,3020867,Salaried,4,C,743,West,64
B008195,Upper-Middle,1450310,Business Owner,9,E,517,West,31
B008196,Middle,897894,Salaried,5,A,818,Central,29
B008197,Middle,740364,Freelancer,10,C,699,Central,64
B008198,Lower-Middle,498446,Salaried,8,D,612,Central,62
B008199,Lower-Middle,426861,Business Owner,21,E,454,Central,39
B008200,Lower-Middle,576547,Salaried,17,E,521,North,55
B008201,Low,203367,Business Owner,22,B,750,East,63
B008202,High,3199598,Salaried,23,C,687,West,60
B008203,Lower-Middle,305890,Self-Employed,26,D,604,Central,35
B008204,Middle,832780,Salaried,6,E,513,South,43
B008205,Lower-Middle,532670,Business Owner,10,B,755,Central,25
B008206,Lower-Middle,549900,Salaried,12,E,469,West,43
B008207,Lower-Middle,563240,Salaried,12,B,773,East,22
B008208,Lower-Middle,451529,Self-Employed,21,B,781,South,27
B008209,Middle,834622,Salaried,1,C,682,East,38
B008210,High,2499754,Business Owner,25,E,488,East,26
B008211,Lower-Middle,586058,Self-Employed,16,E,507,South,33
B008212,High,3191069,Salaried,6,C,629,East,50
B008213,Middle,702459,Business Owner,10,E,508,East,62
B008214,Middle,956752,Salaried,25,C,665,Central,33
B008215,Lower-Middle,491133,Self-Employed,17,B,788,North,48
B008216,Low,252678,Salaried,13,E,494,West,41
B008217,Upper-Middle,1101139,Salaried,26,A,865,North,49
B008218,Middle,608338,Business Owner,19,F,415,South,26
B008219,Lower-Middle,476246,Freelancer,4,E,481,Central,53
B008220,Upper-Middle,1134572,Freelancer,13,E,471,West,46
B008221,Lower-Middle,506513,Self-Employed,29,D,603,South,46
B008222,Upper-Middle,1483108,Salaried,22,E,498,West,24
B008223,Lower-Middle,397850,Salaried,19,A,857,Central,63
B008224,High,2759200,Salaried,21,D,603,South,28
B008225,Lower-Middle,548798,Self-Employed,13,C,685,West,21
B008226,Low,251988,Salaried,15,D,614,South,27
B008227,Middle,724003,Unemployed,2,D,571,South,50
B008228,Low,225246,Salaried,28,B,773,Central,27
B008229,High,2799197,Salaried,4,B,793,North,62
B008230,Middle,619318,Business Owner,27,D,565,North,48
B008231,Lower-Middle,407544,Salaried,27,F,376,North,35
B008232,Lower-Middle,336602,Salaried,10,D,578,North,22
B008233,High,2175105,Self-Employed,29,D,581,West,25
B008234,Middle,734894,Freelancer,3,F,406,East,50
B008235,Upper-Middle,1796531,Salaried,2,E,510,North,42
B008236,Low,239239,Salaried,4,E,503,South,50
B008237,High,2481404,Salaried,26,C,735,Central,38
B008238,Middle,665740,Self-Employed,7,D,612,East,29
B008239,Middle,752587,Salaried,29,C,655,West,59
B008240,Lower-Middle,382567,Self-Employed,19,E,512,South,41
B008241,Low,280999,Salaried,8,C,669,Central,61
B008242,High,2958400,Freelancer,5,E,506,South,28
B008243,High,3856401,Self-Employed,22,F,408,Central,47
B008244,Lower-Middle,397597,Self-Employed,16,D,536,East,34
B008245,High,2083163,Salaried,4,B,742,West,33
B008246,Low,277903,Salaried,22,A,854,East,55
B008247,Low,245897,Salaried,26,D,599,West,21
B008248,Low,253708,Salaried,6,B,732,North,43
B008249,Lower-Middle,346416,Salaried,15,A,885,West,41
B008250,Low,197081,Salaried,9,C,693,East,63
B008251,Lower-Middle,317445,Salaried,6,D,555,South,23
B008252,Low,190958,Salaried,1,D,580,West,62
B008253,Upper-Middle,1538333,Salaried,29,B,783,West,64
B008254,Upper-Middle,1646149,Self-Employed,3,D,610,West,30
B008255,Middle,974308,Business Owner,10,C,636,Central,48
B008256,Lower-Middle,403824,Salaried,11,C,654,South,56
B008257,Upper-Middle,1207923,Business Owner,23,F,426,North,64
B008258,Lower-Middle,555209,Salaried,8,A,822,East,36
B008259,Upper-Middle,1287583,Unemployed,27,D,595,South,33
B008260,Middle,764118,Salaried,6,B,760,South,37
B008261,Lower-Middle,365261,Salaried,23,B,755,West,33
B008262,Low,157939,Self-Employed,9,D,521,North,47
B008263,Upper-Middle,1154008,Salaried,4,D,607,East,62
B008264,High,2205261,Salaried,3,D,562,East,43
B008265,Middle,896815,Salaried,18,F,385,North,56
B008266,High,3206533,Unemployed,21,E,502,West,62
B008267,High,1944201,Freelancer,18,B,760,Central,63
B008268,Lower-Middle,305031,Salaried,17,D,580,Central,60
B008269,Upper-Middle,1378447,Business Owner,15,D,576,Central,36
B008270,Lower-Middle,470169,Salaried,7,D,566,North,40
B008271,Middle,868518,Self-Employed,23,C,654,South,32
B008272,Low,195413,Salaried,4,F,415,East,57
B008273,High,3036386,Salaried,4,C,646,East,47
B008274,Middle,842132,Freelancer,1,E,474,Central,61
B008275,Lower-Middle,309211,Business Owner,19,D,581,South,60
B008276,Lower-Middle,597259,Freelancer,20,E,506,East,52
B008277,Lower-Middle,583517,Self-Employed,25,C,651,West,64
B008278,Upper-Middle,1300869,Salaried,6,A,830,Central,51
B008279,High,3105703,Business Owner,17,D,573,West,28
B008280,Lower-Middle,413855,Salaried,12,D,558,West,45
B008281,Middle,935579,Freelancer,29,B,757,Central,52
B008282,Middle,636189,Salaried,17,D,524,Central,51
B008283,Lower-Middle,352382,Business Owner,19,E,527,Central,38
B008284,Middle,890708,Self-Employed,10,F,398,West,27
B008285,Low,186763,Salaried,21,C,625,South,41
B008286,Low,298000,Salaried,1,C,655,North,30
B008287,Lower-Middle,550586,Salaried,26,E,491,West,55
B008288,High,3624759,Salaried,15,G,307,West,37
B008289,Lower-Middle,350320,Freelancer,17,A,817,West,64
B008290,Lower-Middle,359935,Salaried,28,A,881,North,62
B008291,Upper-Middle,1649175,Salaried,4,A,871,Central,56
B008292,High,2731691,Salaried,3,C,637,West,34
B008293,Middle,897994,Salaried,19,E,498,West,36
B008294,Low,243814,Salaried,11,A,827,East,26
B008295,Middle,948097,Freelancer,17,D,546,North,24
B008296,Lower-Middle,539197,Self-Employed,9,B,737,West,41
B008297,Middle,867868,Freelancer,12,A,868,South,35
B008298,Lower-Middle,490508,Salaried,7,D,554,North,35
B008299,Low,269720,Salaried,19,D,586,North,52
B008300,Lower-Middle,448744,Salaried,18,C,634,North,64
B008301,Middle,808844,Salaried,20,C,686,South,21
B008302,Lower-Middle,582296,Salaried,11,C,662,North,38
B008303,Lower-Middle,538154,Salaried,13,F,410,North,31
B008304,Middle,952545,Self-Employed,9,F,368,South,45
B008305,Upper-Middle,1539091,Salaried,18,D,633,North,29
B008306,Low,206289,Self-Employed,5,G,357,North,63
B008307,Middle,970032,Self-Employed,2,D,515,South,48
B008308,Middle,700779,Business Owner,10,B,791,North,60
B008309,Lower-Middle,395297,Salaried,19,D,583,South,48
B008310,High,2298514,Self-Employed,29,F,411,Central,60
B008311,Upper-Middle,1571573,Salaried,6,D,590,East,36
B008312,Lower-Middle,476033,Salaried,26,G,332,West,55
B008313,Low,236098,Salaried,6,D,565,East,37
B008314,Lower-Middle,510447,Salaried,2,F,362,East,36
B008315,Lower-Middle,548474,Salaried,5,E,473,North,38
B008316,Middle,704399,Business Owner,18,E,470,West,55
B008317,High,3478135,Business Owner,11,G,310,South,55
B008318,Upper-Middle,1417003,Salaried,14,C,669,South,47
B008319,Lower-Middle,567350,Salaried,8,D,567,South,32
B008320,Lower-Middle,311964,Salaried,20,B,742,West,36
B008321,Low,185164,Unemployed,16,E,507,West,44
B008322,Middle,671908,Salaried,28,D,553,East,44
B008323,Low,158388,Salaried,14,B,779,South,41
B008324,High,3270616,Salaried,2,C,669,North,59
B008325,Upper-Middle,1632267,Business Owner,24,B,746,Central,21
B008326,Lower-Middle,457787,Salaried,16,C,645,West,23
B008327,Middle,933529,Salaried,7,A,885,East,30
B008328,Middle,855364,Salaried,2,G,300,Central,60
B008329,Upper-Middle,1516293,Self-Employed,8,D,591,North,28
B008330,Middle,693129,Salaried,11,G,307,South,52
B008331,Lower-Middle,589662,Freelancer,5,B,753,Central,63
B008332,Middle,797644,Freelancer,13,C,638,North,35
B008333,Low,294448,Salaried,17,F,381,South,58
B008334,Middle,761246,Freelancer,2,D,638,West,38
B008335,Lower-Middle,435203,Business Owner,0,A,877,East,42
B008336,Middle,883131,Salaried,7,F,425,South,40
B008337,Upper-Middle,1642582,Business Owner,25,B,778,South,34
B008338,Low,185130,Salaried,17,C,677,East,40
B008339,Lower-Middle,598291,Self-Employed,14,E,526,South,27
B008340,Upper-Middle,1031256,Self-Employed,6,E,496,North,21
B008341,Low,157529,Business Owner,17,D,639,West,34
B008342,Middle,645862,Freelancer,21,A,882,North,28
B008343,Middle,825591,Salaried,7,B,769,West,38
B008344,Lower-Middle,491014,Self-Employed,19,C,687,West,40
B008345,Upper-Middle,1719776,Self-Employed,3,C,669,Central,46
B008346,Middle,779629,Freelancer,14,A,894,Central,24
B008347,Middle,913585,Salaried,20,D,566,Central,52
B008348,Low,241980,Salaried,16,F,417,East,27
B008349,Low,212113,Salaried,29,G,314,North,31
B008350,Low,236046,Salaried,9,E,471,Central,61
B008351,Upper-Middle,1171795,Salaried,1,B,771,Central,58
B008352,Upper-Middle,1610803,Salaried,16,D,512,South,45
B008353,Upper-Middle,1433494,Salaried,29,F,423,South,31
B008354,Lower-Middle,547114,Freelancer,9,A,889,North,60
B008355,Middle,746806,Salaried,24,B,747,South,64
B008356,Upper-Middle,1152795,Salaried,27,C,661,South,49
B008357,Middle,793712,Business Owner,5,D,576,Central,32
B008358,Low,223739,Salaried,2,G,336,South,36
B008359,Upper-Middle,1255131,Self-Employed,9,D,619,North,21
B008360,Low,240659,Business Owner,6,D,613,West,56
B008361,Low,194950,Salaried,29,D,610,West,63
B008362,Upper-Middle,1474164,Salaried,7,E,500,Central,46
B008363,Middle,812986,Salaried,26,C,620,West,44
B008364,Lower-Middle,306487,Salaried,23,D,575,South,44
B008365,Middle,866751,Self-Employed,27,F,424,West,33
B008366,High,2701705,Salaried,13,F,423,Central,25
B008367,Low,270341,Salaried,20,C,665,Central,34
B008368,Upper-Middle,1580449,Salaried,16,B,714,East,30
B008369,Lower-Middle,537199,Salaried,14,F,422,South,55
B008370,Low,189498,Salaried,8,F,378,North,22
B008371,Lower-Middle,524022,Self-Employed,6,A,828,South,58
B008372,Middle,863400,Salaried,8,A,876,East,24
B008373,Lower-Middle,576012,Self-Employed,8,B,764,Central,44
B008374,Lower-Middle,495542,Freelancer,19,D,603,East,60
B008375,Middle,644968,Business Owner,2,C,636,West,33
B008376,Middle,815557,Salaried,20,B,758,West,55
B008377,Middle,856046,Salaried,20,E,449,East,25
B008378,Upper-Middle,1736233,Self-Employed,15,B,786,West,30
B008379,Lower-Middle,384481,Self-Employed,26,G,331,Central,60
B008380,Lower-Middle,408349,Unemployed,21,C,646,West,31
B008381,Middle,929382,Salaried,18,C,664,West,50
B008382,Middle,843912,Salaried,23,F,415,West,42
B008383,Low,216843,Salaried,16,B,735,Central,28
B008384,Lower-Middle,516655,Freelancer,3,B,717,West,35
B008385,Low,154487,Self-Employed,20,C,669,North,47
B008386,Lower-Middle,415894,Freelancer,7,D,599,South,45
B008387,High,2712820,Business Owner,1,D,555,South,57
B008388,Middle,634008,Freelancer,18,G,344,Central,30
B008389,Lower-Middle,589455,Salaried,8,G,320,North,41
B008390,Middle,991386,Freelancer,26,A,882,South,38
B008391,Middle,839451,Freelancer,11,B,734,West,28
B008392,Lower-Middle,400240,Business Owner,24,D,555,East,61
B008393,Lower-Middle,494880,Freelancer,25,G,300,North,33
B008394,Middle,970815,Self-Employed,17,C,707,West,41
B008395,Low,281050,Business Owner,8,C,672,North,49
B008396,Middle,729143,Self-Employed,13,B,755,North,59
B008397,Middle,884629,Business Owner,2,G,344,Central,28
B008398,Upper-Middle,1123173,Business Owner,0,B,730,East,44
B008399,High,3280543,Business Owner,1,D,587,East,23
B008400,Upper-Middle,1189095,Salaried,27,A,848,North,39
